ID,aSagH_0,aSagH_2,aSagH_4,aSagH_6,aSagH_8,aSagH_10,aSagH_12,aSagH_14,aSagH_16,aSagH_18,aSagH_20,aSagH_22,aSagH_24,aSagH_26,aSagH_28,aSagH_30,aSagH_32,aSagH_34,aSagH_36,aSagH_38,aSagH_40,aSagH_42,aSagH_44,aSagH_46,aSagH_48,aSagH_50,aSagH_52,aSagH_54,aSagH_56,aSagH_58,aSagH_60,aSagH_62,aSagH_64,aSagH_66,aSagH_68,aSagH_70,aSagH_72,aSagH_74,aSagH_76,aSagH_78,aSagH_80,aSagH_82,aSagH_84,aSagH_86,aSagH_88,aSagH_90,aSagH_92,aSagH_94,aSagH_96,aSagH_98,aSagH_100
CP64,36.7874075572,36.2627074262,35.4123968708,34.3846726367,33.2722221776,31.8923862627,30.1370779742,28.1143118944,25.9921096191,23.9002508437,21.8364243847,19.7480567089,17.6579218243,15.5676759152,13.4613833584,11.377713468,9.2757620838,7.1405295732,5.0208443245,2.9586253755,1.0044160983,-0.8147738303,-2.3816554945,-3.6584545054,-4.6391382162,-5.2288063699,-5.3113979477,-4.7851300249,-3.5715873059,-1.6578757406,0.8884710856,3.9737724852,7.4687979118,11.1796266093,14.9069683622,18.4638338678,21.7619059998,24.6986177298,27.2264518117,29.3683837466,31.1337946427,32.581712504,33.7496326195,34.6622083016,35.3591179617,35.8712405094,36.2004160716,36.3751320645,36.4166493844,36.3258026376,36.0874958038
CP65,45.1062164307,44.8493187995,44.4646273091,43.807330797,42.8004257495,41.4454020066,39.7884532774,37.8824651269,35.7618691102,33.4411721985,30.9366390696,28.2829978442,25.5332113086,22.7508907319,19.9977550667,17.3177290387,14.7281493257,12.2227751975,9.783053587,7.3951534257,5.0707638375,2.864448875,0.8782794335,-0.7523500683,-1.8867429046,-2.4076516034,-2.238342326,-1.3455818132,0.2643268998,2.5487390074,5.4304524696,8.8011015802,12.5306072556,16.4838152675,20.538209599,24.591664246,28.5559728151,32.3410748079,35.8429112741,38.9451266786,41.5363538321,43.5327310941,44.8942160962,45.6292172963,45.7883075319,45.4543376511,44.7400260347,43.7921718102,42.7793186242,41.8488686292,41.0708796183
CP68,30.9950135549,29.4389142171,27.5759260998,25.455199234,23.2631339819,21.168367038,19.1964893233,17.2422880728,15.1635441477,12.9068764586,10.5759196482,8.3596814614,6.4013112343,4.7270812378,3.2556900386,1.8514038756,0.382958128,-1.2408074938,-3.0641612392,-5.0842260562,-7.2465775703,-9.4432096093,-11.5193215511,-13.2884297008,-14.5564964176,-15.1530540076,-14.9627842809,-13.9411419133,-12.1027100838,-9.491617352,-6.1636243412,-2.2046173656,2.2280846134,6.8951757493,11.5291059249,15.9250008666,19.9920357971,23.7313590114,27.1769096118,30.3365730613,33.157147641,35.5276306985,37.3125353154,38.4005233475,38.7533098236,38.4383750884,37.6282714112,36.554120472,35.4283579402,34.3660132063,33.3353207906
CP70,40.0710836138,38.5266751099,36.8270948264,35.0380737159,33.257605132,31.5440541527,29.8286057793,27.8897599086,25.5154819163,22.6820456726,19.5834865179,16.5276069495,13.7385083094,11.2582810558,8.9982017913,6.8299537744,4.665191685,2.4922098235,0.3637068308,-1.6385448717,-3.4386330605,-4.9788804011,-6.2000483503,-7.0108308855,-7.2786741634,-6.8531615253,-5.6079774619,-3.4816310686,-0.5018520311,3.2137053626,7.4797220084,12.079347304,16.7984504328,21.443848163,25.8455961783,29.8577157502,33.3694989283,36.323736671,38.7260069226,40.6337632745,42.1250558592,43.2625666055,44.0737138883,44.550768118,44.6604273238,44.3654710164,43.6640583542,42.6177824229,41.3368639652,39.9279723193,38.4419937134
CP76,30.7756622314,29.2496779405,27.5844132802,25.9082572075,24.3348539449,22.9026321711,21.5774652113,20.2998635174,19.0391982439,17.8163449624,16.6862129732,15.6993000569,14.8687731317,14.1615247066,13.5126002048,12.8485352172,12.1055103643,11.2370252917,10.2149839518,9.0306003571,7.7003670589,6.2752576085,4.8465900345,3.5421297928,2.5112096696,1.9021765376,1.8394777998,2.4053479437,3.6287602957,5.4808773852,7.8760847466,10.6806132007,13.7317950975,16.8676825373,19.9583102202,22.9254032036,25.7396062079,28.3944015087,30.8701103013,33.1088161481,35.0135829776,36.4728062453,37.3991531359,37.7654834611,37.6218069201,37.0836095506,36.291492179,35.3597957915,34.3388786546,33.2077656245,31.9042472839
CP77,39.4899856567,38.3744879406,37.0079251777,35.346936915,33.391331175,31.185066704,28.7840909213,26.2337039927,23.5770277377,20.8744817204,18.2076665533,15.6618747132,13.2999599314,11.1462546074,9.1878069549,7.3871974523,5.6961073392,4.0652538044,2.4509905846,0.8221504986,-0.8311276769,-2.4871696539,-4.0848614509,-5.5228444751,-6.668558646,-7.3767221888,-7.5119505264,-6.9687050878,-5.6842398344,-3.6459477154,-0.8973777774,2.4568423259,6.2546422232,10.2971810284,14.3846356263,18.3505527816,22.0788107972,25.4998906548,28.5771170269,31.2950098822,33.6541492317,35.6684209948,37.3594222593,38.7477998413,39.8467940809,40.6670203558,41.2296668784,41.5698989846,41.7170642066,41.6649185929,41.3538787842
CP80,42.3741455078,41.4299155432,40.1416760658,38.5837095442,37.1011747263,35.8277437361,34.5388438228,32.9095854228,30.7847290421,28.2328660975,25.4445105402,22.6465425311,19.9632748634,17.3893917559,14.8422908931,12.2519564518,9.6348234446,7.0292115564,4.4084429446,1.7287502274,-0.987946967,-3.6519845891,-6.1168500785,-8.1534649484,-9.5102849377,-9.9726929067,-9.4268277086,-7.9478968456,-5.6711230852,-2.5985905226,1.2553589954,5.7478884307,10.7542780208,16.1160754209,21.5353186333,26.7006081988,31.4175641857,35.5881114338,39.1489318339,42.0498709485,44.2777224784,45.9040032191,47.0669009231,47.8351392087,48.1425569618,47.9188928915,47.1835312812,45.9956329926,44.4479821197,42.6984074855,40.8577359517
CP9,29.40807724,28.8859441455,28.3144126888,27.6184366518,26.7278735087,25.5813145299,24.1317713859,22.357887592,20.2756346829,17.9417838007,15.4449699241,12.8863707075,10.3579481473,7.925816056,5.6240039628,3.4576876896,1.4126169341,-0.5336046779,-2.4000460253,-4.1916088509,-5.8889415969,-7.4411751692,-8.76385279,-9.7449368861,-10.2593652592,-10.1904859983,-9.4525746869,-8.0089152925,-5.8814435025,-3.1507833101,0.0518914116,3.5592299544,7.1853946579,10.7495395025,14.1053789824,17.1655785346,19.9075189734,22.3578146937,24.5618163177,26.5507588983,28.3232435974,29.845768842,31.0641801897,31.9183836797,32.3641366013,32.4027506513,32.1007100528,31.5777835044,30.9661551845,30.366255873,29.8218050003
CP96,41.3968702952,40.8767822427,40.5575415311,39.4825124866,37.6408103541,35.7305274101,33.7955661086,31.6518321987,29.0990785113,26.4270410538,23.7876833247,21.2345521713,18.8225193863,16.5215743633,14.2766165987,11.8390071084,9.1595331093,6.3382933665,3.6063748179,0.9535709603,-1.4548880864,-3.4607316674,-5.2411448492,-6.7768237181,-7.9386457947,-8.6735136335,-8.8148288084,-8.2020052788,-6.9165997805,-4.7667814811,-1.7701138548,1.9935801137,6.596490859,11.4504140484,16.1854895972,20.8023615336,25.1585393626,29.1879762163,32.8661836105,36.1143088714,38.7608172069,40.8527862035,42.4312170689,43.6592368055,44.4854692238,44.9323154934,44.8370920431,44.3280041046,43.6394125097,42.9848778163,42.4485448201
CP118,41.689666748,40.4382289627,38.9637261393,37.3146346873,35.759308203,34.5037910666,33.4380031336,32.241565315,30.6379982172,28.5762507165,26.2175166888,23.7836383989,21.4185735034,19.1585158025,16.9842642543,14.8760385962,12.8288581216,10.839374986,8.8902299242,6.9494368607,4.9870299141,2.9969272522,1.0109740936,-0.9003149203,-2.6354453602,-4.0714597656,-5.0713811297,-5.4901246271,-5.181525201,-4.0164849695,-1.9206303208,1.0738647055,4.7929975541,8.9496012371,13.2338013943,17.4075556772,21.3611781222,25.1108980046,28.738210868,32.3027600624,35.7756127561,39.0277783435,41.8712630413,44.1168428443,45.6188208763,46.3082547364,46.2212529706,45.510319614,44.4113223958,43.1552599534,41.8676128387
CP15,31.0720405579,30.1416776087,29.1447304473,28.0425794997,26.8105776958,25.4437197303,23.9564083922,22.3782405633,20.7474885506,19.1036367084,17.4798240938,15.8964890015,14.357154835,12.846864499,11.3335112106,9.7718390204,8.1106697075,6.3036775685,4.3237689267,2.1787784656,-0.0756234745,-2.331021549,-4.4333626839,-6.2023260348,-7.4569155433,-8.0402744682,-7.8376257741,-6.7866166264,-4.8823719385,-2.1790649997,1.2121733655,5.1311261093,9.3834144443,13.7613552843,18.0655302444,22.1219344023,25.7914681632,28.9722144554,31.5979305004,33.6352385927,35.0812806666,35.9614543097,36.326940097,36.2509607449,35.8232500864,35.1415373132,34.2996707186,33.3739810586,32.4129141866,31.4338046179,30.4284534454
CP156,36.7615961347,36.3357583964,35.9912926595,35.5646060239,34.9389185341,34.1321123776,33.0910521445,31.6249756393,29.6241279945,27.2129731933,24.6759006227,22.24737083,19.9707487447,17.7389172689,15.4195494101,12.9471375879,10.343519497,7.6913743235,5.1023758864,2.6892738432,0.5425850112,-1.2733891938,-2.6976930701,-3.6418751253,-3.9835200559,-3.5954409027,-2.3823053118,-0.3064428159,2.5934176293,6.199354901,10.3304824024,14.7642987885,19.2570842593,23.5741217791,27.5255288708,30.9851610023,33.8859994454,36.2003636353,37.922385564,39.0636011913,39.6668508883,39.8278619491,39.6985097871,39.4493983633,39.1885820516,38.8982816899,38.4854358126,37.9031864456,37.2121932428,36.5484139237,36.0263966152
CP176,40.2491013663,39.4721179537,38.6807342981,37.8613749607,36.9356201385,35.7996344644,34.3699835933,32.6023887972,30.4975137855,28.1030660055,25.4974750765,22.7604687359,19.9508565327,17.1011386744,14.223072997,11.31753116,8.3884533438,5.4605870193,2.5954142408,-0.1064443855,-2.5264326088,-4.5598117095,-6.1311648597,-7.1831237017,-7.6513403447,-7.4525135788,-6.5019362511,-4.7511828882,-2.2227042953,0.9784426959,4.6827608538,8.6931454955,12.8217837882,16.9152102,20.8603944662,24.5746822785,27.9927534957,31.0605859701,33.7365082706,35.9904898341,37.8034101076,39.1704761641,40.109143242,40.6625830081,40.8925575326,40.8678529006,40.6540401085,40.3050624947,39.859743415,39.3484221526,38.7998390198
CP19,40.7434031169,40.433105059,39.9914694401,39.3301898695,38.3798505991,37.0959273301,35.4575065864,33.4699720683,31.1680290914,28.6105590639,25.867734654,23.007018137,20.0826189935,17.1290907176,14.1591503435,11.1667057015,8.1355537183,5.0527793374,1.9233243307,-1.2177117719,-4.2987316218,-7.2131831453,-9.8290489493,-12.0037913608,-13.6004856357,-14.5012135882,-14.6160088672,-13.8896174637,-12.305683195,-9.8830012758,-6.6650035487,-2.7163231957,1.8654353088,6.9352879372,12.2968281485,17.7113336992,22.9216237069,27.6850586312,31.8043853344,35.1493436709,37.6707115835,39.4031354808,40.4508603673,40.9582268806,41.0753960653,40.9303301185,40.6175678641,40.2051357725,39.7412676356,39.2493504425,38.7208258311
CP22,38.4647827148,37.7464260066,36.6017331233,34.966026627,33.0582723225,31.0396080811,28.8705585583,26.4948158708,23.9751554142,21.4768494527,19.1674806027,17.139552228,15.4024445739,13.9097230891,12.5859381359,11.3528224614,10.148592535,8.9349068078,7.694724096,6.4258132391,5.1347319382,3.8305802801,2.5323869428,1.2853340946,0.164564355,-0.7380469938,-1.3420716313,-1.5974187778,-1.474789888,-0.9503501972,-0.0038277729,1.3864355521,3.2490058159,5.5921967013,8.3570730199,11.4181306271,14.6423474722,17.9365147422,21.2450789927,24.5183066496,27.681763845,30.6351474622,33.2786039754,35.5315932217,37.3267207575,38.5998164669,39.3096559049,39.5015770995,39.3464272551,39.049463498,38.6981608073
CP28,41.860162735,40.6162944197,39.1380936399,37.4426747727,35.7540689769,34.2239413546,32.7478015743,31.0789981909,29.0320542184,26.6255354205,24.0486689704,21.5337686304,19.2511353712,17.2631254384,15.5274897808,13.9341442251,12.3571003796,10.7008619256,8.9230245161,7.0350122828,5.1043546531,3.261806091,1.6927984242,0.5980520724,0.1360412396,0.3808753704,1.3265694548,2.9410025262,5.226227072,8.2120929592,11.8702194571,16.0481826964,20.4886002414,24.897843494,29.0153552536,32.6637605191,35.7707350625,38.3570650091,40.4958784772,42.266278639,43.7324252178,44.9423561842,45.9068620663,46.5596078278,46.7530964861,46.3663303871,45.4518281475,44.2424627564,43.0095985202,41.922985695,41.0077171326
CP30,31.1809177399,30.0229245814,28.6947537333,27.2087312545,25.6103073955,23.9371994003,22.1915326629,20.3488180394,18.4012951586,16.3994516553,14.44969468,12.6648054868,11.1036367115,9.7425512609,8.494723366,7.2574816645,5.9543060861,4.5533835996,3.0658741568,1.5372793367,0.0424805597,-1.3157507677,-2.4116357964,-3.1071389693,-3.2635866858,-2.7510520531,-1.4631733807,0.6525280874,3.559087806,7.1180064462,11.1138406612,15.3008442461,19.4492463129,23.378449595,26.9708276281,30.1646571386,32.9327311897,35.2597965228,37.1275057206,38.506996112,39.3589492557,39.6479880633,39.3742501625,38.60805807,37.5001433406,36.2500841529,35.0366746088,33.9429310556,32.9309371611,31.893727988,30.7344544729
CP32,45.8271130153,44.3593548357,42.6322013097,40.641269687,38.3626126945,35.7800023455,32.9213634554,29.8817335178,26.8176601425,23.9159293839,21.347955659,19.2254232932,17.5718075439,16.3180497365,15.3216803378,14.4028175174,13.3873857853,12.1469463767,10.6260399283,8.8524218668,6.9296375595,5.0150835859,3.2888021875,1.9215804342,1.0505902123,0.7670446095,1.1143969429,2.093857521,3.6731375627,5.7945734741,8.3806010687,11.3358506173,14.5484928537,17.8949698998,21.2510135916,24.5081189709,27.5893415614,30.4581543345,33.1156362073,35.5863192395,37.8964016482,40.0528847378,42.0311841539,43.775870355,45.2134646518,46.27173173,46.8976728275,47.0685538854,46.7942344505,46.1112043667,45.0662285941
CP34,37.0258541107,35.2057892349,33.6177308277,32.21768748,30.838771197,28.8784269815,26.8272972506,24.9718538167,23.0954003274,20.9368215806,18.6268140025,16.5660325546,14.8779656008,13.4418974223,12.1268431077,10.9356609283,9.8760115377,8.8569025736,7.7874334799,6.6231204499,5.4189005285,4.2292023968,3.1356911217,2.2340886095,1.6092615104,1.3609091781,1.6330731721,2.5844280729,4.3013353973,6.8977860775,10.3129549693,14.1726789659,18.0820216479,21.7835881566,25.123279133,28.0720165385,30.7673282364,33.3820894638,35.9762085707,38.5567209856,41.0523803812,43.2736391543,44.9683374369,45.8966420011,46.0012478257,45.3293077486,43.995641719,42.2918212674,40.4355659429,38.5942602957,36.7536268234
CP4,43.8275775909,42.0623627577,40.205777906,38.2909955834,36.2687416162,34.138682425,32.0272701504,30.0862603378,28.330243988,26.546357582,24.4123462902,21.7557355979,18.6926548495,15.5692983511,12.7444031352,10.3873888736,8.438037319,6.7265125608,5.1263004421,3.5956716477,2.1118519446,0.6181360194,-0.9201841965,-2.4131300384,-3.6204315983,-4.2364011343,-4.0290924653,-2.9188120974,-0.9491940219,1.8026685336,5.2989579888,9.5379842495,14.4832845915,19.9825160723,25.7416670656,31.3905283505,36.5904092523,41.098289759,44.7653610273,47.508996937,49.3014947839,50.1863138887,50.2952414201,49.8292478391,48.9930069233,47.9116838597,46.5905410478,44.9626085564,43.0053987524,40.8407145886,38.7082118988
CP41,48.658908844,47.8185816791,46.8245807362,45.6926757949,44.3928341554,42.8604451258,41.028754851,38.8657428412,36.3998483553,33.7210975447,30.9544116711,28.2176456338,25.5853184175,23.0737922362,20.648914358,18.2477080381,15.8038283082,13.2706490819,10.6382210353,7.9419655793,5.26258732,2.7182605479,0.4518817743,-1.3849390918,-2.6500095616,-3.2279416476,-3.041488097,-2.0533955217,-0.2617689026,2.3024103819,5.5689167153,9.4147047378,13.6546868984,18.0541740306,22.3730045165,26.4209602716,30.0902955453,33.3537125712,36.2389478641,38.7950370541,41.0651024684,43.0769519425,44.8472960399,46.3844194413,47.6784435378,48.6926552101,49.3788650618,49.7086782431,49.6870880592,49.3406621497,48.7049379349
CP46,37.2588176727,35.3037039458,33.1472232957,30.7651245322,28.1764591971,25.4468843264,22.6751438417,19.9802445012,17.4869754784,15.2976164393,13.456867386,11.9334050404,10.630406221,9.4230862381,8.2044847535,6.913407532,5.5307464905,4.0546268975,2.4824599405,0.8163493728,-0.9131774326,-2.6256620865,-4.1884673774,-5.4363765088,-6.2034271678,-6.3499433994,-5.7753668565,-4.4184316676,-2.2554355876,0.6897909666,4.324785283,8.4709866783,12.8698324022,17.2306482478,21.306445915,24.9468754445,28.1056439623,30.8213018273,33.1825178831,35.2844110937,37.1932603408,38.9312977058,40.4744260395,41.7511789767,42.6497301943,43.0496762947,42.8773824701,42.1456219433,40.9369342656,39.347209169,37.4403839111
CP75,40.4466705322,38.5815865065,36.7913530123,35.1016762268,33.474834114,31.8289330746,30.0740533288,28.1454468593,26.0283594355,23.7675880232,21.4530957626,19.183953267,17.0244939699,14.9739623547,12.9670503502,10.9015654428,8.6797030039,6.2484736836,3.6270074666,0.9129071599,-1.7322962377,-4.1134014554,-6.0381036379,-7.3494016222,-7.94427829,-7.7752765517,-6.8369509997,-5.1473375893,-2.7355451176,0.3548926076,4.0498739778,8.2293527132,12.7290455667,17.3620335309,21.9513417385,26.3561835758,30.4788253732,34.2546496077,37.6361227974,40.5793073408,43.0386418219,44.9701409788,46.3373317239,47.1143293846,47.2890175958,46.8748715055,45.9283814161,44.5551219087,42.8907149375,41.0689436886,39.200075531
CP89,40.1491718292,37.8107258424,35.7121015103,33.7715444531,31.8737325637,29.9568379672,27.9328050999,25.640014105,22.9549905248,19.925469307,16.7898676172,13.8575496143,11.3410267973,9.265910594,7.4935760271,5.8034810666,3.9842066801,1.9012563101,-0.4746678882,-3.0826902912,-5.8122844216,-8.52663796,-11.0504704418,-13.1582759538,-14.5891098536,-15.0866651535,-14.452744693,-12.6051297507,-9.6090547316,-5.6524160809,-0.9959850188,4.0649721143,9.2434495743,14.3145128166,19.1534460519,23.7333839548,28.0927633497,32.2910050639,36.3662767763,40.2978717099,43.9829263976,47.2453573048,49.8749585053,51.6775518587,52.5259200157,52.3964169004,51.3743314099,49.628873799,47.3798350402,44.8700614076,42.3253517151
CP94,38.1288528442,36.3921644491,34.1651807481,31.1067135777,27.8263635213,25.3345097101,23.7498074919,22.3520860392,20.4100220958,17.8112137583,14.991601555,12.4993961929,10.5777713003,9.1157952906,7.8702811254,6.6671074622,5.4374097766,4.1661167402,2.8683515228,1.5897267929,0.3829691885,-0.7130487537,-1.6530286634,-2.3578078527,-2.7264997191,-2.6815663576,-2.1944559571,-1.2306288809,0.3267070222,2.6173310726,5.6509180077,9.2670493817,13.2124032656,17.2043938738,20.9809114422,24.3537518459,27.2478268035,29.724699201500002,31.9489739194,34.0892667339,36.2288677538,38.3335158826,40.2698620294,41.8441840493,42.8473362596,43.1173712547,42.6067375883,41.4182572334,39.7781795633,37.9484343685,36.1343746185
CP109,27.5041236877,23.4524285842,19.9647247515,17.1098156754,14.7961307587,12.8493579006,11.127156751,9.5687863032,8.1629221875,6.8920782701,5.7075304211,4.541241634,3.3323187524,2.0448897343,0.6720112204,-0.7684924182,-2.2398717305,-3.6968042593,-5.0992027155,-6.423296055,-7.6568860178,-8.7770627702,-9.7209387599,-10.3631034659,-10.5162115817,-9.9655547427,-8.5285725682,-6.114688085,-2.7619233234,1.3647940598,6.0105979281,10.9007206211,15.8230831048,20.6746639688,25.4348115467,30.0944548993,34.6001550362,38.8437224143,42.6751908619,45.9232496019,48.4206210196,50.0282645335,50.6478761614,50.2289202894,48.7738451804,46.3437853957,43.0699150544,39.1627135986,34.9023986483,30.5980864533,26.5255858103
CP114,38.7358907064,37.4071551385,35.6190304056,33.7678064134,32.1780877977,30.8135952901,29.3678304195,27.5047679601,25.0871410304,22.2233415811,19.1592699846,16.138515892,13.3068499231,10.6934083384,8.2513689573,5.9212013668,3.669558353,1.4921133544,-0.5965768326,-2.5850722484,-4.4913588386,-6.3514833501,-8.1620961065,-9.824855348,-11.1413074469,-11.8601871853,-11.7466070669,-10.6483747468,-8.5394913197,-5.5214002763,-1.7817377573,2.4599621135,6.9855122895,11.5901158725,16.095313928,20.3698984935,24.3444185028,28.0019287478,31.3457733445,34.3613965492,36.9919503093,39.1377861129,40.6837116208,41.5502446787,41.7504939112,41.4163025483,40.7633898185,40.0012969332,39.2334229469,38.4055541743,37.3316103617
CP117,38.7382308415,35.7205984926,33.5864067138,32.509849083,31.7668359186,30.7625641822,29.6645847279,28.5245825706,27.469736327,26.3205708906,25.0196251618,23.761159144,22.575667548,21.6000114658,20.5819646093,19.3753747408,17.9850661499,16.5535086351,15.003176668,13.4807562438,11.8520413952,10.2746806344,8.9350041132,7.9845038865,7.381243335,7.5507979177,8.2962563229,9.2271570037,10.2842688723,11.5026020589,12.8054605507,14.3112276773,15.8168050964,17.3598769267,18.9866442909,20.8345961041,23.0455943857,25.6411896079,28.7464552035,32.2095390603,35.7208429846,39.0666187213,42.1680535245,44.7915704718,46.7288515535,47.8507627666,47.9529229789,47.0283076577,44.9148639544,41.9150820011,38.6445465088
CP121,49.3912102836,47.9395385509,46.3685124741,44.7011238658,42.9544635969,41.1310956221,39.2157596885,37.186326734,35.0287901505,32.7485361149,30.3752482558,27.9589419926,25.5570515077,23.2179019408,20.9655648712,18.7914880755,16.6577487604,14.5129638179,12.315040636,10.0530936157,7.7611691439,5.5192213916,3.4418313159,1.6593615335,0.2990701744,-0.5284613922,-0.735568907,-0.25889705,0.9409080372,2.8791489106,5.545936534,8.9021901519,12.8706075174,17.3255598396,22.0918736581,26.9609182766,31.7209674913,36.1881461,40.2245948024,43.7423997187,46.6997309909,49.0931539861,50.9463793215,52.2974355787,53.1880152443,53.6552729179,53.7260183553,53.4201560415,52.7632082678,51.7950673976,50.5644869123
CP126,36.2495746613,32.7107452494,29.2006113456,25.9074573908,22.9748852881,20.4549528556,18.3018749974,16.4165511479,14.6990985328,13.0695861364,11.4771290857,9.8999410459,8.3308555608,6.7592260512,5.1612764607,3.5029693308,1.749550304,-0.1244782095,-2.1272025194,-4.2428891289,-6.4252843609,-8.5921536027,-10.6222060957,-12.3559257011,-13.6009690389,-14.1467285863,-13.7935332863,-12.3962180528,-9.9089850913,-6.4126868416,-2.1100319432,2.7134545577,7.7569733381,12.7832836419,17.6768745802,22.4450150584,27.1540546231,31.8386479683,36.4403002434,40.8093208306,44.7578423516,48.110290827,50.7182152592,52.4547898693,53.2200818093,52.9654274557,51.7207771761,49.6001145293,46.7759799999,43.4339565751,39.7328770955
CP130,36.8223754883,34.5075496747,32.5381334081,30.5770031745,28.3343113815,25.7516767061,23.0338817979,20.580458862,18.7354500069,17.5514243488,16.7764195556,16.044331619,15.0719620403,13.7795573648,12.2882178763,10.8007339301,9.464334324,8.2820276512,7.1304554438,5.8334038694,4.2427197644,2.3005091918,0.0718888644,-2.2443033637,-4.3268612477,-5.7822649679,-6.2415890774,-5.4494069145,-3.3178769351,0.0758277119,4.4923670304,9.5209611792,14.6924109654,19.6560168916,24.2484918101,28.4464259445,32.2974520692,35.8732125192,39.2202855069,42.307412378,45.0325535425,47.2820875093,48.9682348194,50.0128492526,50.3089750411,49.7259466999,48.1908663135,45.7919137858,42.8192417806,39.7087671695,36.9116264343
CP132,52.1464564006,49.9527473849,48.0018210505,45.8731106124,43.7906596784,41.5931580862,38.6556739585,34.6061937477,29.8570533869,25.2629145235,21.37003326,18.3038718105,15.9434157369,13.9716286932,11.9866059173,9.7419671849,7.3509332095,5.1096718417,3.1298994779,1.26241851,-0.6635455553,-2.6156373942,-4.4111923706,-5.9297206501,-7.1615389965,-8.1096949907,-8.7490877551,-9.049189811,-8.9163975559,-8.148028918,-6.5604625364,-4.0749617602,-0.7008808195,3.566698817,8.6890051599,14.3740797184,20.2442179546,26.0618656702,31.7639386886,37.3866145499,42.9529333844,48.3788466358,53.4487407093,57.8265252121,61.1796777795,63.2190689454,63.6847185382,62.42386153,59.648591466,56.1030652421,52.6641362508
CP134,49.9986618042,49.2639671509,48.4711292434,47.5451468118,46.4349419342,45.0554518673,43.2617343214,40.9262313136,38.017246501,34.6162964252,30.8778676699,26.9752255009,23.0652657357,19.2751433523,15.6864979794,12.3102464435,9.0759512403,5.8552734608,2.5233773821,-0.96142568,-4.5080097723,-7.9106247471,-10.9203662137,-13.3208617806,-14.9621174718,-15.7458091694,-15.5918864096,-14.4207349107,-12.1709125291,-8.8517339101,-4.5999622187,0.2995148636,5.4428634925,10.4032170321,14.8832237686,18.8257500805,22.4077553888,25.922972193,29.6129554867,33.5539290194,37.6423223602,41.6409555141,45.2627519829,48.2709562322,50.5422911594,52.0678327717,52.921786365,53.2322327539,53.1447787106,52.7772169182,52.2030891418
CP145,46.8576698303,46.5921753485,46.4611507683,46.4008651568,44.8693200609,42.9022996647,41.1882225792,39.5675233855,37.6909581604,35.4777978795,33.1270161607,30.6303271689,28.044225871,25.4798753881,22.9472059069,20.4090863617,17.8807784402,15.3777112374,13.0028738723,10.7145480141,8.3625639322,5.8479933547,3.2626491471,0.9189882881,-0.7284275613,-1.4451232343,-1.270958257,-0.0881338016,1.7055220962,4.2321878125,7.572663715,11.4553413319,15.4471056956,19.4645757176,23.4603445754,27.0264384013,30.0926711384,32.774450003,35.2340430399,37.4818826979,39.5461522399,41.5532053572,43.4239604747,45.3629197329,47.2719502575,49.0337380765,50.2385746056,49.9469556745,49.1159935702,48.263050091,47.034406662
CP153,39.2336483002,38.1240564154,37.2497267582,34.8328997689,31.8607571401,29.326654718,26.7655373614,24.0258497631,21.1989330998,18.125080777,14.7036641692,11.6692178844,9.1506587796,6.8996052111,4.7194086766,2.821163949,0.9355616519,-0.8777759835,-2.601416797,-4.4406338911,-6.4195680063,-8.5159551705,-10.6617259389,-12.503144538,-13.8737540661,-14.6078238512,-14.5038517882,-13.1798573714,-10.9490578577,-7.8748952316,-4.0252822682,0.4733347882,5.2840864797,10.2534872866,15.2971193099,20.0620963846,24.3542170407,28.1596047782,31.4725989531,34.3346306076,36.6241900078,38.5611287727,40.4466938021,41.8584554485,42.8617612238,43.406709288,43.4463418242,42.9412852028,42.08774228,41.2000759542,40.3987649282
CP155,37.8690662384,36.2995714786,35.0795702299,33.5614648294,31.4686520029,29.5583397828,28.4252892622,27.6758983113,26.3285702599,23.7627716739,20.2447348903,16.4941342034,13.0685037044,10.1634634624,7.7553658414,5.6802087616,3.7053373637,1.6881643258,-0.339492478,-2.2681353631,-4.013228038,-5.517162879,-6.7153884597,-7.5158237948,-7.8030439658,-7.4836551204,-6.5540796388,-5.1058299994,-3.2124602245,-0.8219768261,2.2023891654,5.9403106449,10.2570480324,14.8547128102,19.4721037248,23.9889740569,28.3763645637,32.6000826147,36.5694572061,40.1486547038,43.2086623294,45.6772454731,47.5490334607,48.8672205635,49.6806622922,49.9208498199,49.309695063,47.5708351138,44.7460888228,41.2833035405,37.9212169647
CP179,27.5786457062,25.2900292334,22.9179066278,20.4934173151,18.021743965,15.4864142606,12.8640313812,10.1461973637,7.3574267941,4.5614161767,1.8503559942,-0.6835167557,-2.9816526358,-5.0395720526,-6.9037829908,-8.6472789921,-10.3358810092,-12.0024824774,-13.6380483201,-15.1957418816,-16.5990562498,-17.7475377252,-18.5239217866,-18.8091214677,-18.5058319393,-17.561050415,-15.9747025015,-13.7897580771,-11.071625962,-7.8909034777,-4.3170547149,-0.4172995965,3.7445175046,8.1065036069,12.600949728,17.1427139436,21.6225765655,25.9127476248,29.8795913537,33.3923904124,36.3275103402,38.5771825438,40.0671903615,40.7761743754,40.7465238851,40.0813200801,38.9261427815,37.437783012,35.7441560083,33.9099293774,31.9307279587
