ID,aSagH_0,aSagH_2,aSagH_4,aSagH_6,aSagH_8,aSagH_10,aSagH_12,aSagH_14,aSagH_16,aSagH_18,aSagH_20,aSagH_22,aSagH_24,aSagH_26,aSagH_28,aSagH_30,aSagH_32,aSagH_34,aSagH_36,aSagH_38,aSagH_40,aSagH_42,aSagH_44,aSagH_46,aSagH_48,aSagH_50,aSagH_52,aSagH_54,aSagH_56,aSagH_58,aSagH_60,aSagH_62,aSagH_64,aSagH_66,aSagH_68,aSagH_70,aSagH_72,aSagH_74,aSagH_76,aSagH_78,aSagH_80,aSagH_82,aSagH_84,aSagH_86,aSagH_88,aSagH_90,aSagH_92,aSagH_94,aSagH_96,aSagH_98,aSagH_100
CP6,45.9839700971,45.6845842162,45.0928207347,44.1064850597,42.7671785084,41.1733306808,39.3565278989,37.2966109,34.9728123879,32.4062550284,29.6609473928,26.8159622471,23.951292837,21.1492423269,18.4844093017,16.0002823694,13.6988488047,11.5521087356,9.5207414154,7.5715062687,5.6967370788,3.9310719331,2.357328511,1.0954312007,0.27233322,-0.0152185954,0.2777248969,1.14748072,2.5644338692,4.4989348875,6.9299230286,9.8231779322,13.1073456174,16.6719691198,20.3784646858,24.0809628169,27.6536019285,31.0068369981,34.08679797,36.8634607189,39.3185850972,41.4373029352,43.2002612576,44.5757128162,45.5291940436,46.0600264637,46.2303596911,46.1567494649,45.9614466283,45.7115305863,45.3862658909
CP61,38.1307900747,36.8243281515,35.541586742,34.271224107,32.9702497558,31.6241345425,30.2402572207,28.790635985,27.2440468338,25.6054317179,23.9185151306,22.2467701853,20.6334026242,19.0683645988,17.492591304,15.8586925195,14.1441791947,12.3184347138,10.3637213005,8.3087787144,6.2244441601,4.2101909817,2.3895733747,0.9016742332,-0.1224379491,-0.6004749531,-0.5201964957,0.1272911978,1.4215628638,3.4420300186,6.1660843239,9.459443098,13.1138011862,16.8936840316,20.5925975851,24.0796530119,27.3022615938,30.2610331782,32.9703328447,35.428234126,37.6120028101,39.477463036,40.955995943,41.9656732762,42.4500393384,42.4088204762,41.8974391116,41.0100020062,39.8578842751,38.5454697748,37.1545308431
CP62,49.3205102285,47.5569994637,46.630586351,46.2173471518,46.2419811975,45.5068057237,44.6532124516,43.7883538423,42.4691057715,40.4414848365,38.2904192491,36.1674833674,34.2207620233,32.3488745006,30.5210505418,28.5689290571,26.5612224603,24.5397477873,22.6333909367,20.5442586354,18.5459148437,16.7021708042,15.0441796686,13.7508999191,12.875151937,12.6181615884,13.1999575719,13.6397424019,14.2557813316,15.4603762292,17.4422331953,19.7067925518,22.4351460154,25.4966645392,28.5822837639,31.6833672104,34.7477016077,37.9715881626,41.1105589107,43.9793559738,46.5574526448,48.9030418863,50.745225495,52.3222533171,53.4798781078,54.3277647576,54.4151244134,53.6959360941,52.3173801816,50.5650154836,48.7941449483
CP63,40.7450955709,38.5726371854,36.9595011025,35.7369560918,35.0618983431,34.7832990507,34.7566990543,34.7162900021,34.4355248398,33.8759632176,33.0202040078,31.9700172965,30.6426137519,29.226325251,27.8300110937,26.2657689158,24.6454939681,22.9558128793,21.1168459263,19.1887071365,17.3813277016,15.8656163632,14.6327296228,13.8857835327,13.7041079233,14.0964229755,15.1458971076,16.8725149783,19.0731744314,21.5234174195,24.2617848889,27.2300520216,30.2355984688,33.1902320997,36.2890016137,39.2000359205,42.0890506965,44.9355623319,47.6344882859,50.105190785,52.1944169032,53.7741664986,54.7733463445,55.0629211553,54.4800468006,53.1495802208,51.2453335648,48.8953104759,46.3627964839,43.882715796,41.3832963308
CP69,42.1030330658,42.3435761571,42.1870756808,41.6232626001,40.6314760194,39.2073823539,37.3875547523,35.2360811664,32.8128242578,30.1632865239,27.3299911088,24.3658564145,21.3431710369,18.3531667763,15.4917183032,12.8394156618,10.4478859277,8.3368099227,6.4980401709,4.9042904164,3.5237413531,2.3356660623,1.3380489348,0.5422372276,-0.0399069968,-0.4052116713,-0.5562081364,-0.488847724,-0.1829194085,0.3973068785,1.2892775935,2.5156604394,4.0846495743,6.0055604376,8.296988668,10.9757047827,14.0322003096,17.4100938502,21.005142817,24.6838195864,28.3066630342,31.7463774226,34.8976263723,37.6801192586,40.0391220592,41.9448268079,43.3901547988,44.3844309202,44.9470799777,45.1045817047,44.8846817017
CP72,45.5758864085,44.520833509,43.1590092159,41.5117968443,39.6400094429,37.6180331055,35.5103110513,33.3618153389,31.1956418515,29.0164600696,26.8219133527,24.6143638852,22.404401357,20.2057907782,18.0284514553,15.8771065185,13.7566587018,11.680337413,9.6753487874,7.785255708,6.070389771,4.6051881595,3.4704923258,2.7418464412,2.4778420395,2.7129071754,3.4563706576,4.6961185676,6.4034448544,8.535881158,11.0375189134,13.8385985203,16.8570025609,20.0043228355,23.1951065147,26.3541720975,29.4180170293,32.3323959121,35.0495977988,37.5284147863,39.7367370656,41.6534567686,43.2684748425,44.5798222163,45.5901906759,46.304794296,46.7308680958,46.8775366165,46.753229112,46.3608743224,45.6940231323
CP74,49.9722862244,49.178701983,48.6432328852,48.2521692268,47.6791345103,46.6238397078,44.9494361273,42.7293399581,40.204709262,37.6534941401,35.259548985,33.0820498219,31.1107491097,29.3228805031,27.6975615571,26.202235968,24.7808027066,23.3601248987,21.8727177228,20.2843951814,18.6097222196,16.9088545845,15.2779256422,13.8433243055,12.7586904331,12.1878040027,12.2650270099,13.046976425,14.4863389053,16.4515531296,18.7907627293,21.4080969541,24.2857095197,27.432645492,30.8216819689,34.3656518485,37.9295811806,41.3492164163,44.4414863466,47.0173782619,48.9146161242,50.0521264947,50.4844785045,50.4164215004,50.1431078723,49.9229534798,49.8523560775,49.8386091153,49.714198916,49.4169321635,49.0707427979
CP82,39.7500709534,38.655397016,37.4774615548,36.2147382996,34.8656987826,33.4268571961,31.8961955058,30.2812961852,28.6024110314,26.8897063411,25.1806713313,23.5177666464,21.9409426772,20.4762152744,19.1266425171,17.8689918655,16.656485138,15.4271344524,14.1172188185,12.6784632743,11.0952928005,9.3970034576,7.6610855989,6.0058462941,4.5736299885,3.5096010971,2.9423152034,2.9710393135,3.6591216687,5.0298486939,7.0616327034,9.6837341071,12.7778487696,16.1918489714,19.7639866913,23.3481288885,26.8285186406,30.1203658299,33.1599220964,35.8921835444,38.2635824407,40.2237236878,41.7343429082,42.7795366337,43.3716715145,43.5506273864,43.3769850911,42.921656474,42.2533592951,41.426435878,40.4722854614
CP84,37.7585006714,36.432531147,34.8120342637,33.0484084528,31.5817985732,30.1692475008,28.1919302014,26.4272027236,24.9177767455,23.3645664446,21.7674581086,20.3360423225,18.9839727572,17.7231469016,16.4790460135,15.153345394,13.8430147638,12.5030574025,11.0872123828,9.5674481404,7.8877896014,5.9529415045,3.967666661,2.020232902,0.4376257789,-0.5202839344,-0.7334507439,-0.3718000784,0.7567433063,2.6561337227,5.2828892592,8.5647545296,12.2595817846,16.1732113224,20.0488447884,23.8639908676,27.5661753162,31.0873307957,34.3517555764,37.2825795805,39.8475554294,41.9964012776,43.5736879904,44.5173629668,44.7881755885,44.4331096217,43.6189260177,42.3831983389,40.8988612209,39.3533465022,37.9064315796
CP85,55.255502065,53.4804609538,53.5950486312,53.5953180376,52.1064566275,50.5795414163,48.8618976384,46.192386904,42.3752675425,38.8158299872,35.5200013229,32.4708677116,29.3925230421,26.1649000942,22.8638714402,19.8647763639,17.3794280581,14.7540707602,11.9294260103,8.5430480056,4.7064660341,1.0472206186,-1.8661730521,-3.631105568,-4.8845391099,-5.7452548444,-5.3921483024,-4.3851251216,-2.6562684866,0.1805989606,3.83403043,8.6934850733,13.7326121516,18.7898279467,23.8454268314,28.7218550653,32.8292501827,36.6413305271,40.2416871989,43.8095842098,46.996892005,50.1845447595,53.3029422657,55.9270574792,58.0748443635,59.8704408094,60.5988025898,60.2904112392,59.7448717203,59.1070274321,57.897277832
CP87,42.8802728653,41.8372321682,40.8658843784,39.9032734693,38.2402805654,36.4226307971,34.5829077054,32.646412282,30.4870645771,28.1309169945,25.6066980758,23.0426303714,20.4250856651,17.862809139,15.4651831954,13.1708924667,10.8870930419,8.537359316,6.0923844701,3.5740541922,1.0225546256,-1.4513942189,-3.6390580176,-5.4387404647,-6.5788726481,-7.0180450003,-6.8551261406,-5.980764197,-4.2632453991,-1.7512485799,1.5440564114,5.4948601003,9.8292609242,14.265525877,18.623922585,22.7564857247,26.6633544359,30.4399247056,34.0269878,37.4029846385,40.5474027638,43.256184401,45.4137437547,46.8786530051,47.6599028462,47.7335016046,47.2423855777,46.3030860817,45.0120478765,43.7415275608,42.7419047356
CP90,44.0927438736,42.3888310576,40.6744262914,39.2730741771,38.2091526349,36.7513508977,35.0281793165,33.2994078599,31.9500329321,31.0994757654,30.4827424756,29.9355092317,29.0952819652,27.9986124982,26.5528021759,24.8374251479,23.1208054038,21.4621022117,19.9182137244,18.6261376554,17.6001335005,16.8131056375,16.2562923931,15.8190986386,15.3465030068,14.8056771839,14.2028202929,13.6788212703,13.0143678273,12.3776300047,11.992627139,12.1676761603,12.7923512081,13.8793493796,15.6036200421,18.0478563466,21.100712637,24.4349827199,27.9813054752,31.6036347117,35.3130492085,39.0357488988,42.4863236485,45.5711774266,47.8657486345,49.1923856882,49.3616011449,48.8015541249,47.6952865529,46.2410515412,44.6682815552
CP92,45.354230245,44.2880872578,43.1834525354,41.9537284015,40.5420710811,38.9890604214,37.3690981548,35.696568611,33.93306559,32.0391257682,30.0134873443,27.8946877487,25.7362543905,23.5770445228,21.4186357676,19.2167481099,16.8902048348,14.3441062685,11.506898628,8.3765066839,5.0599138352,1.786807005,-1.1229732204,-3.3362911672,-4.5878755575,-4.7289085789,-3.7340807062,-1.6736634921,1.3236248176,5.080727052,9.3566819907,13.8524821575,18.2761009093,22.433406318,26.2637662432,29.8047956683,33.1233954195,36.2701265133,39.2639429162,42.0790433279,44.6357690985,46.8143870736,48.4845784325,49.5387788775,49.9261020698,49.6818647645,48.9329486791,47.8591528811,46.6328464561,45.3731609165,44.1315574646
CP93,49.1931266785,44.5950447783,40.9479245284,38.2535596379,36.0186616021,34.0216201867,32.3031656734,30.93059272,29.9441181597,29.300762097,28.8537919586,28.475885435,28.1519487467,27.9003729919,27.6691029646,27.3642450684,26.9180845303,26.2583735824,25.237228386,23.6712241499,21.4979727713,18.8777518697,16.1247361873,13.5326631428,11.2414549491,9.2686138153,7.6405737604,6.4125625868,5.5620216644,4.982207438,4.6045813195,4.4343445525,4.4904645381,4.8069459352,5.5037788698,6.7553278292,8.5976343477,10.846956843,13.3365266286,16.1860459235,19.7179691735,24.1247591892,29.3061988001,34.9585327392,40.5959639531,45.5186851454,49.0354942169,50.730135846,50.4229438062,48.2320807833,44.9801998138
CP11,34.3946971893,33.5915985208,33.722303178,33.9664074732,33.1290917118,31.9388994785,31.2726026387,30.6857008605,29.5407277594,28.111649008,26.8598633207,26.2036618165,25.7014397688,24.3610172141,22.1531873824,20.7129672701,19.6634788314,18.720737628,17.6867405981,16.4223451356,15.1835554298,13.5653990214,12.2026396918,10.7949117999,8.9459944708,7.1437989473,5.6612406029,4.2334099354,3.2226131941,2.9675630365,2.5468112895,2.2370200041,1.9506583553,1.9236909964,2.453705536,3.0775160597,4.3185725418,5.3567627585,6.5433178503,7.5949612707,9.7183632219,11.7819658224,14.976139951,18.3857805973,22.2059656031,26.4624295066,30.8500666897,33.4930738263,34.8898573233,34.6143671695,33.5784521103
CP116,37.7053476969,35.6889098042,33.9533031638,32.7201476855,32.0341880819,31.6587471855,31.1350706245,30.1561081239,28.8108391366,27.3289812388,25.7554087097,24.0067650892,22.0425285941,19.9116807281,17.7389185387,15.6306269308,13.5877109519,11.5177933384,9.3677348808,7.2595374084,5.3646701924,3.8016806062,2.6825618861,2.1136547235,2.0468402023,2.2896101612,2.7139717852,3.318894563,4.118083811,5.0266521562,5.9000668182,6.7438599875,7.702564,8.8394672448,10.0707834548,11.2737791398,12.4987239948,14.0932251551,16.4859766729,19.8127718696,23.7904594653,27.960970653,32.0268481902,35.9438698816,39.6784778126,42.9881579979,45.4516945835,46.6713939591,46.4545197706,44.9522300323,42.7645823161
CP123,49.5988044739,48.7728511648,47.5088677874,45.6619706373,43.5159776609,41.5724599791,40.0280532799,38.780548532,37.6167986543,36.3268111859,34.7919627574,32.982869068,30.9444659467,28.8094349771,26.7530779078,24.8902715559,23.2144658229,21.6458544928,20.1040837335,18.548366581,16.9790817285,15.4055433084,13.8389099693,12.319888945,10.9415577237,9.8378348351,9.1547913843,9.0250124477,9.5394934727,10.7209288411,12.5257311283,14.8876962952,17.7556768935,21.0731400602,24.7346529568,28.58711022,32.4759834959,36.2702447445,39.8522505594,43.1222952461,46.0249521127,48.5674246623,50.7832849376,52.6573502492,54.103988566,55.0184142055,55.3449368098,55.1268252297,54.5181496915,53.7057645978,52.7358131409
CP129,37.906414032,36.6911782468,35.8541397523,35.3496569192,34.9281355425,34.3250191894,33.4032089784,32.1907729788,30.7953298542,29.3110231723,27.7877484996,26.2433841079,24.6765161583,23.0602499486,21.3466721037,19.4794998806,17.4056769604,15.0939366538,12.552604428,9.8427211849,7.0850366131,4.4430601638,2.088157233,0.1539319239,-1.2993446823,-2.2742241107,-2.7937705815,-2.8792885979,-2.5570982517,-1.8612518115,-0.8469614236,0.4070399567,1.8274113101,3.412755329,5.2732937169,7.5696237836,10.3927216082,13.7095869325,17.415529179,21.3924232097,25.5052349947,29.5649560671,33.3113067321,36.450361444,38.7270140529,39.9944880278,40.2546988303,39.6496323513,38.4216444746,36.8658434893,35.2924893697
CP13,35.9005661011,35.0214428825,35.3107964034,36.6708650608,37.8432966301,38.0104806973,37.5629835703,36.8575575765,35.8728702932,34.7137051663,33.6384725102,32.7698763053,31.9883656233,31.1501066137,30.1525195992,29.0112202228,27.8002796193,26.4997823789,24.9113208086,22.6872589718,19.5893530474,15.7978378661,11.7558990605,7.9807088607,5.0883057299,3.516835248,3.0659030978,3.2596070211,3.8851956222,4.7271142242,5.407732703,5.6797701546,5.6610815511,5.5957310844,5.6228446756,5.7619120144,5.9814630325,6.3452179541,7.1499288486,8.7556965316,11.0662911353,13.7657267384,16.8855869053,20.7635965513,25.4111143142,30.3665478017,34.740714549,37.5843335729,38.4739136611,37.7085972834,36.2450167338
CP133,38.3053970337,37.7834862747,37.4515203274,36.6146703141,35.2849368758,33.8847551848,32.7572623764,31.9321584605,31.1166019243,30.2671909582,29.3414223205,28.2795426561,27.0586694653,25.7856400196,24.641446671,23.6882107552,22.9140747323,22.2095894126,21.4134402718,20.4576840733,19.3509695246,18.1563389765,16.983554936,15.8831405175,14.9468009038,14.3594288059,14.2684049671,14.6272322699,15.4239255457,16.659755327,18.3290355967,20.3408331746,22.4951578578,24.7003242142,26.9368512042,29.1494717808,31.2113088509,33.0936074235,34.738941274,36.0657124468,37.117462649,37.9639913602,38.6800915232,39.3520435138,39.9903099114,40.4330934393,40.5547557239,40.3621748065,39.9364502884,39.5102954073,39.152003479
CP14,53.4268913269,50.9603103519,49.2760521214,48.2485542201,47.404439638,46.3822435604,45.2117384221,44.046699114,42.9222853866,41.7817768686,40.5446310491,39.2231817493,38.0241055894,37.1933297853,36.7706933526,36.589166841,36.447856898,36.2174471735,35.8405360106,35.3046754922,34.6220066946,33.7993273348,32.821244682,31.6774103586,30.4120566577,29.1381391259,27.9917562044,27.0371344944,26.2312104518,25.522662464,24.9910814586,24.8117953458,25.0864003864,25.8213159755,26.9502373462,28.3325774683,29.8108454254,31.3511528392,33.1406399173,35.4659255559,38.4482986589,41.9718015297,45.7817178789,49.5937218382,53.1489312268,56.1332663464,58.1606599909,58.9553097909,58.4925065833,56.9974647688,54.9575386047
CP140,42.0300445557,39.3832522127,38.995291395,38.5299386086,38.0066548944,37.2863830643,36.435550128,35.4345618157,34.3011253244,33.3349364371,32.3296480808,31.254663115,30.1863047471,28.8557520932,27.0653784387,25.0876186337,23.0659275281,21.0400016192,19.0962564444,17.5195158623,16.2479683549,15.0536255709,13.9020050498,13.024207315,11.9389431958,10.6513153712,9.8204240507,9.1302954828,8.1933510547,7.1203840432,6.362170666,5.7923227801,5.1649219506,4.644840156,4.2072966539,3.5899835873,2.9842985548,2.8766755598,3.2905957405,4.1542280034,4.8657641076,5.4106165329,6.3167837435,8.1410070075,12.0423225402,18.2052323564,25.5116213892,33.7333847942,41.3191112775,44.7489687058,42.7570559184
CP141,29.4147675832,27.6584807315,26.1507223868,24.8537715451,23.6466541635,22.4349639231,21.1974254369,19.9757471144,18.8287697796,17.7921995041,16.87332362,16.0627940597,15.3342880227,14.6384418973,13.9135306595,13.1096716273,12.2010983579,11.187546593,10.0882105609,8.9267304794,7.7360197489,6.5704615688,5.5065630877,4.6191820533,3.9472302031,3.4898497903,3.2263642147,3.1389003463,3.2141429676,3.4389273412,3.8019732237,4.3046886942,4.963128075,5.7884775807,6.7678536724,7.8720080395,9.0965009892,10.5051503228,12.227336755,14.4002136088,17.087308384,20.2183496675,23.5806087847,26.8624004578,29.712550728,31.7931926402,32.8519397049,32.794149767,31.7368926253,30.0119788806,28.0693442027
CP144,40.5408344269,40.1977716681,40.1125939307,39.9350028302,38.7215210216,36.7910666535,35.3490634329,34.2945984601,32.9699932381,31.0631983412,28.7067732348,26.4916816637,24.8604401423,23.7082584083,22.6464843778,21.4586456927,20.17744083,18.9657108029,17.8356207327,16.5711497605,14.9080431457,12.6816109419,9.9337420531,7.0321039534,4.5099208832,2.7372792522,1.7968262672,1.6998426561,2.5538204802,4.4072837548,7.1315301259,10.4739793507,14.2549222786,18.3076915134,22.3205810018,26.1053198713,29.659974828,32.9285548804,35.873807381,38.5315665763,40.862711419,42.7930927449,44.2900908311,45.2629600443,45.710401318,45.674997566,45.236037977,44.4573574719,43.4454823975,42.4626936061,41.8256111145
CP159,30.9658975601,30.3201597747,29.5295355787,28.5417637591,27.3396639447,25.9158638785,24.2410746814,22.2970534648,20.1169281454,17.7836058252,15.3912974995,13.0081253806,10.6691503096,8.3910086236,6.1822580997,4.042789285,1.9611848365,-0.0811211255,-2.0966011736,-4.0776598826,-5.9905862759,-7.7736601353,-9.3334772774,-10.5475724279,-11.2847009367,-11.4368669882,-10.9436154598,-9.7926985656,-8.0045232589,-5.6168805929,-2.680103991,0.7331594448,4.5137616171,8.5108703648,12.5429706184,16.4211405292,19.976386248,23.0829407924,25.6693243015,27.7133087239,29.2312426729,30.2704717076,30.905412411,31.2348725834,31.3668130735,31.3889726811,31.3437332246,31.2287420417,31.0249591677,30.7222565612,30.3166913986
CP16,50.1062759399,49.7040414178,49.2666161801,48.7602334961,48.1558468779,47.4120377951,46.473787764,45.2774687734,43.7650601602,41.9186099289,39.7893312171,37.4884088208,35.1454175365,32.862828703,30.6906421182,28.6273353684,26.6366296363,24.6658240293,22.6596270151,20.5723679878,18.3832539445,16.1143753512,13.8434476143,11.7028120882,9.8618439679,8.4992013627,7.7767370805,7.8244428367,8.7357603931,10.5613241091,13.2913352967,16.8340822607,21.0089531498,25.5670166347,30.2388811726,34.782903929,39.0025602674,42.7398460684,45.8709603158,48.3152982206,50.0506428572,51.1188553911,51.6131364584,51.6553852319,51.3748701216,50.8897851302,50.2994971312,49.6899892525,49.1349685459,48.6824194535,48.3378364563
CP160,53.0466356277,52.9421660739,52.5892761655,51.9359916557,51.1911090559,50.4353112666,49.456376694,47.914821896,45.687423818,43.0173540098,40.2917633876,37.78585079,35.602221613,33.728079313,32.0934311187,30.6013899974,29.1441214951,27.6105895315,25.8950936555,23.91921926,21.65855362,19.160704013,16.5584587798,14.0781412749,12.0159949143,10.6712696405,10.2647188408,10.8880148065,12.5203428304,15.0755851315,18.4053787291,22.2788851607,26.4035232221,30.4773777559,34.2468883805,37.5488639672,40.3177263904,42.5673643469,44.3616190203,45.7803128107,46.8993642275,47.7901187958,48.5146632861,49.0992229427,49.5049082006,49.6408220547,49.4566734871,49.0493097466,48.6564358536,48.518689591,48.7120246887
CP161,56.3052062988,55.4231928617,54.6862898668,54.4570850103,54.6856697831,54.8458347126,54.4634072179,53.5560626283,52.3644243844,51.0580662008,49.6649412398,48.1833052282,46.7476200523,45.5701509289,44.7600252349,44.2592692115,43.9200274139,43.6011414168,43.2372737896,42.8558979982,42.5372942298,42.3439311808,42.2419835291,42.1031252143,41.8264881928,41.426840202,40.987927329,40.5618327096,40.1360100446,39.7072668409,39.3349851951,39.0583289819,38.8196927263,38.5551861566,38.3110489393,38.2173342801,38.3895018414,38.8860250845,39.7189487728,40.8514995199,42.2172003815,43.7709634693,45.5194466348,47.472970771,49.5454807506,51.5122022445,53.0596247133,53.8772745294,53.7453052551,52.6383897751,50.8229433695
CP163,36.6227550507,35.8157488277,34.9807575631,34.190714646,33.4656636284,32.8132467544,32.1354815815,31.2994733164,30.3050460449,29.4088293306,28.8184447611,28.3182657281,27.3941404713,25.7419383255,23.6234792057,21.586718678,19.9057089398,18.5020292797,17.118629772,15.5958460085,14.0594047908,12.7995132349,11.9894040337,11.4659446572,11.0686275672,10.9485547155,11.2688913301,12.0358888207,13.067583508,14.1915392364,15.3670566847,16.5842056023,17.7640942599,18.7846325765,19.6152416092,20.3975196278,21.2790868603,22.2539413135,23.1811302425,24.0366119891,25.0538750141,26.4621419965,28.2205791506,30.2036125999,32.284281944,34.1819138829,35.699519052,36.7959357386,37.396544944,37.4275973505,36.9511528015
CP167,18.1795110703,18.0214553654,17.4287613742,16.8152717587,16.6503759609,16.5379627126,15.7926401708,14.3566921616,12.7345859134,11.239034472,9.6223344582,7.555053475,5.055150356,2.4526142433,0.0308218201,-2.1777690476,-4.2757023168,-6.2943415262,-8.1521819103,-9.7922123464,-11.2459928116,-12.4946956717,-13.3787010033,-13.7691555993,-13.7300743132,-13.411184841,-12.8630703138,-12.042129259,-10.950794194,-9.7172522279,-8.5268348333,-7.4307136819,-6.261633246,-4.808082661,-2.9807962749,-0.765342554,1.826319275,4.7165827052,7.7580239172,10.7634810694,13.5321486212,15.9290166545,17.9981854976,19.9355998333,21.8092394767,23.2098922844,23.4640882463,22.3653349203,20.6318056966,19.311507009,18.6848483086
CP168,56.4055926005,55.4200337363,54.1030488258,52.3877792111,50.1956191864,47.6300136961,44.9876131908,42.5510836302,40.4346174167,38.5811694232,36.7670958272,34.6809078975,32.1208941897,29.0654221658,25.6153453241,21.956164614,18.2951302483,14.765864232,11.4157263184,8.2740871132,5.405264057,2.9028494499,0.8502442565,-0.7034821131,-1.7305913917,-2.1955186624,-2.0425230554,-1.2119074622,0.3263489206,2.5440838844,5.3594124171,8.6777072143,12.4264508994,16.543626174,20.9379584809,25.4712594957,29.981228308,34.3226063383,38.3933638366,42.1227721575,45.4400650926,48.2705344071,50.5757531743,52.4000432514,53.8674101834,55.112921864,56.1818314495,56.9722463674,57.3068028521,57.081088095,56.3458849589
CP17,36.8151649475,36.0806792268,35.1676141932,34.2356336918,33.4734592197,32.9032499868,32.3721789964,31.7087048376,30.8531682262,29.8633959025,28.8325351134,27.8182541273,26.8413074643,25.9189758243,25.0722237001,24.2967062598,23.5359286899,22.6921681632,21.6739582254,20.4482075181,19.068543484,17.6725083284,16.4521022828,15.605063631,15.2799597256,15.5339304528,16.3265909386,17.5602699851,19.1439069006,21.0307287353,23.1945182196,25.5711901283,28.02211284,30.3572071861,32.4090570773,34.0991858845,35.455014914,36.5728617392,37.5545028649,38.4582029432,39.2777446255,39.9499453703,40.390718524,40.5399665836,40.3895765307,39.9916271428,39.4503743685,38.8895190156,38.3899139699,37.9278965419,37.3768264771
CP172,48.2093226115,47.424719775,46.7205171261,46.1092727426,45.5816257136,45.1080620732,44.6404817885,44.120050449,43.4891424235,42.703152028,41.7383405541,40.5934890693,39.28577872,37.8433328424,36.2968478802,34.673430982,32.9940619452,31.2752728715,29.5336694258,27.7921629979,26.0857800284,24.4641452588,22.987906637,21.7187835876,20.7067296619,19.9794137485,19.5389700876,19.366984473,19.4349452117,19.7159140668,20.1940794096,20.871693788,21.7721904563,22.9370453686,24.4147074855,26.2440368568,28.4374317744,30.9678037184,33.7628697665,36.707902875,39.6561519651,42.4455630038,44.9202299059,46.95353595,48.4683194788,49.4488920651,49.9409844608,50.0384748498,49.8585817378,49.5117874249,49.0780938466
CP175,39.9862605504,38.5403183066,36.7528808751,34.697794534,32.463397501,30.0968961719,27.6202307605,25.0541956861,22.4395839083,19.8597789787,17.4380123662,15.3003332404,13.5262189176,12.1212776111,11.0220836087,10.1249383063,9.3223620966,8.5353275247,7.7365813293,6.9553300388,6.2589678117,5.7207942392,5.3917530205,5.2914015023,5.418765865,5.770703196,6.3532794077,7.1783799289,8.2509189891,9.5589257386,11.0706594967,12.7435102877,14.5470386894,16.4820700934,18.5764109523,20.8587039281,23.3334410131,25.9730277295,28.7201351771,31.4915870703,34.1809663598,36.6604636852,38.7895367469,40.438380935,41.5237825463,42.0412958225,42.0731085038,41.7582138286,41.2285916837,40.546075066,39.6861021859
CP178,35.2349853516,34.4956203539,33.6512090952,32.6606874973,31.487360628,30.220604448,28.9132049098,27.5042878906,25.9001215617,24.062167778,22.0148657474,19.8274883332,17.5985186349,15.4104314302,13.2972623726,11.2560353073,9.2747352278,7.3433873272,5.461464582,3.6477033995,1.9339819642,0.3712381282,-0.955881269,-1.953257197,-2.5179354807,-2.5308732586,-1.8849810994,-0.530728139,1.4847756288,4.0450381348,7.0224373406,10.2581531956,13.5520397914,16.7346071833,19.6979637683,22.3818400834,24.7626933875,26.8342197056,28.5949216913,30.0528095509,31.2282272735,32.160784678,32.9013843039,33.4990079175,33.9906266658,34.4034837444,34.7639637414,35.0996306769,35.3448758558,35.3248630058,34.9670551845
CP185,49.7650941213,50.0221728344,49.5653881652,48.6766308591,47.8994573773,47.3259670379,46.6331717986,45.3901925205,43.3798293316,40.7705735833,38.0205227956,35.5279828785,33.4257652419,31.6086301675,29.8456447765,27.9607520279,25.9280459981,23.8532890993,21.8867338248,20.1198007362,18.5662797377,17.2117256916,16.0574334717,15.1390633212,14.4925414914,14.0945836223,13.8498125922,13.651385491,13.4866157269,13.4736052776,13.773812276,14.490166275,15.6549297523,17.252620098,19.231635049,21.5339516649,24.1227430487,26.9799032607,30.0768382282,33.3378239618,36.6241703732,39.7548972516,42.5481906955,44.8463678237,46.5276634111,47.5451723849,47.9941503374,48.1243777882,48.2346039432,48.512795718,48.8928674062
CP186,41.5274353027,40.2480594859,38.2587600234,35.5139592727,32.6589397852,30.0918529681,27.8917589838,25.8888648627,23.820228075,21.6530130553,19.5347891486,17.5800156165,15.7300925021,13.8039210758,11.6814396781,9.4115926347,7.1345886697,4.9464986178,2.8684361264,0.9315191835,-0.7416829717,-1.9333665164,-2.420491233,-2.1021530759,-1.0412863346,0.6167376024,2.7517996074,5.273955437,8.0279902967,10.8386468552,13.6635567722,16.5466691857,19.4809702717,22.382134111,25.1147873289,27.5395796899,29.5806396071,31.2897860757,32.8110214083,34.2675066745,35.6450590057,36.8145909214,37.6181170543,37.9494873151,37.8490981845,37.4713411,36.9366624489,36.2845212764,35.5660088621,34.8706060241,34.1196451187
CP188,47.1850976944,46.1506813237,45.6848565755,45.5687452351,45.4242838917,44.9519217952,44.027152509,42.7165347905,41.2391140347,39.8447231974,38.6869779737,37.7675521161,36.9615518343,36.0981381096,35.0737953437,33.918684379,32.7553075799,31.688753285,30.7211776991,29.7420866297,28.591989458,27.1540509737,25.4042050649,23.4289296181,21.4301295522,19.6690819484,18.3960320396,17.8070616552,17.9722937001,18.7559463095,19.8778015341,21.0844574839,22.2591372135,23.4377018625,24.7786895025,26.4960956545,28.7677545048,31.6307122986,34.94453098,38.4605785857,41.9427029763,45.2188883443,48.1473655461,50.5531470492,52.2281261849,53.0111812414,52.8743011363,51.9627660401,50.546913846,48.9394598229,47.4628448486
